"id","name","members","issolo","id_parentgroup","formation","disband","kname","social","alias","id_debut","debut_actual_date","miak","miak_level","sales","gaon_obs","releases","views","releasesm"
"374","G.O.D","male","n","0","1999","0","지오디","K=G.o.d","god","3368","1999-01-13","5086909","none","5168193","","a:4:{s:8:""CHAPTER8"";a:2:{s:7:""2014-07"";i:48963;i:2014;i:43449;}s:23:""바람 (THANKS EDITION)"";a:1:{s:7:""2014-10"";i:10000;}s:16:""GOD SINGLE ALBUM"";a:1:{s:7:""2015-12"";i:7831;}s:10:""THEN & NOW"";a:1:{s:7:""2019-01"";i:20004;}}","575","a:4:{s:7:""2014-07"";i:48963;s:7:""2014-10"";i:10000;s:7:""2015-12"";i:7831;s:7:""2019-01"";i:20004;}"
"375","S.E.S.","female","n","0","1997","0","에스이에스","K=S.E.S._(band),W=ses.smtown.com","","3528","1997-11-01","3556686","none","3563059","","a:1:{s:48:""REMEMBER - S.E.S. 20TH ANNIVERSARY SPECIAL ALBUM"";a:1:{s:7:""2017-01"";i:6373;}}","2732","a:1:{s:7:""2017-01"";i:6373;}"
"376","Infinite F","male","n","96","2015","0","인피니트 F","","인피니트 F (Infinite F)","1513","","0","none","52914","","a:1:{s:22:""FIRST SINGLE ALBUM 靑"";a:2:{s:7:""2014-12"";i:52914;i:2014;i:52914;}}","944","a:1:{s:7:""2014-12"";i:52914;}"
"377","Choi Jung-in","female","y","0","2010","0","정인","K=Choi_Jung-in,W=www.jung-in.kr,U=JungIn","Jung-in","3261","","0","none","4175","","a:4:{s:18:""MELODY REMEDY (EP)"";a:1:{s:7:""2011-04"";i:1945;}s:6:""그니"";a:1:{s:7:""2013-03"";i:1054;}s:12:""가을여자"";a:1:{s:7:""2013-10"";i:626;}s:4:""RARE"";a:1:{s:7:""2016-01"";i:550;}}","384","a:4:{s:7:""2011-04"";i:1945;s:7:""2013-03"";i:1054;s:7:""2013-10"";i:626;s:7:""2016-01"";i:550;}"
"378","Naul","male","y","342","2005","0","나얼","K=Naul_(singer),I=rrace","","0","","0","none","63152","","a:7:{s:20:""PRINCIPLE OF MY SOUL"";a:6:{s:7:""2012-09"";i:31800;s:7:""2012-10"";i:8568;s:7:""2012-11"";i:1015;s:7:""2012-12"";i:793;i:2012;i:39376;s:7:""2018-04"";i:758;}s:23:""BACK TO THE SOUL FLIGHT"";a:1:{s:7:""2015-04"";i:1668;}s:19:""기억의 빈자리"";a:1:{s:7:""2017-12"";i:2996;}s:6:""GLORIA"";a:1:{s:7:""2018-01"";i:4995;}s:9:""BABY FUNK"";a:1:{s:7:""2018-02"";i:4961;}s:14:""SOUND DOCTRINE"";a:1:{s:7:""2018-03"";i:6807;}s:35:""SOUND DOCTRINE (LP LIMITED EDITION)"";a:1:{s:7:""2018-09"";i:1591;}}","49910","a:11:{s:7:""2012-09"";i:31800;s:7:""2012-10"";i:8568;s:7:""2012-11"";i:1015;s:7:""2012-12"";i:793;s:7:""2018-04"";i:758;s:7:""2015-04"";i:1668;s:7:""2017-12"";i:2996;s:7:""2018-01"";i:4995;s:7:""2018-02"";i:4961;s:7:""2018-03"";i:6807;s:7:""2018-09"";i:1591;}"
"379","Mino","male","y","217","2018","0","송민호","K=Mino_(rapper),I=realllllmino","","3336","","0","none","72659","","a:1:{s:2:""XX"";a:4:{s:7:""2018-11"";i:48378;s:7:""2018-12"";i:22924;i:2018;i:71302;s:7:""2019-01"";i:1357;}}","38113","a:3:{s:7:""2018-11"";i:48378;s:7:""2018-12"";i:22924;s:7:""2019-01"";i:1357;}"
"380","Nature","female","n","0","2018","0","네이처","K=Nature_(band),W=nature.nchworld.com,T=nature_nchworld,I=nature.nchworld,F=nature.nchworld,V=C157BB,VS=990","","3337","","0","none","23652","","a:4:{s:13:""기분 좋아"";a:1:{s:7:""2018-08"";i:1041;}s:10:""썸&러브"";a:1:{s:7:""2018-11"";i:1128;}s:13:""I`M SO PRETTY"";a:1:{s:7:""2019-07"";i:7951;}s:20:""NATURE WORLD: CODE A"";a:3:{s:7:""2019-11"";i:10600;s:7:""2019-12"";i:1735;s:7:""2020-01"";i:1197;}}","16274","a:6:{s:7:""2018-08"";i:1041;s:7:""2018-11"";i:1128;s:7:""2019-07"";i:7951;s:7:""2019-11"";i:10600;s:7:""2019-12"";i:1735;s:7:""2020-01"";i:1197;}"
"381","Eddy Kim","male","y","0","2014","0","에디킴","T=soulquaker,I=soulquaker_,Y=UCQB9WopIbwmBs48FM6BrfIQ,K=Eddy_Kim","김정환","3388","","0","none","3418","","a:2:{s:13:""너 사용법"";a:2:{s:7:""2014-04"";i:1481;s:7:""2014-05"";i:713;}s:14:""SING SING SING"";a:1:{s:7:""2015-01"";i:1224;}}","26867","a:3:{s:7:""2014-04"";i:1481;s:7:""2014-05"";i:713;s:7:""2015-01"";i:1224;}"
"383","JQT","female","n","0","2009","2012","제이큐티","K=JQT_(band)","","3405","2009-10-12","0","none","1924","","a:1:{s:13:""PEEKABOO (EP)"";a:2:{s:7:""2011-01"";i:962;s:7:""2011-11"";i:962;}}","86","a:2:{s:7:""2011-01"";i:962;s:7:""2011-11"";i:962;}"
"384","Dynamic Duo","male","n","0","2004","0","다이나믹듀오","K=Dynamic_Duo_(South_Korean_duo),F=dynamicduo.official.page,I=gaekogeem","","0","","0","none","29578","","a:4:{s:27:""DYNAMIC DUO 6TH DIGILOG 1/2"";a:3:{s:7:""2011-11"";i:7867;s:7:""2011-12"";i:907;s:7:""2012-01"";i:1187;}s:27:""DYNAMIC DUO 6TH DIGILOG 2/2"";a:2:{s:7:""2012-01"";i:6347;s:7:""2012-02"";i:710;}s:17:""7집 LUCKYNUMBERS"";a:2:{s:7:""2013-07"";i:9435;s:7:""2013-08"";i:1100;}s:14:""GRAND CARNIVAL"";a:1:{s:7:""2015-11"";i:2025;}}","1208","a:7:{s:7:""2011-11"";i:7867;s:7:""2011-12"";i:907;s:7:""2012-01"";i:7534;s:7:""2012-02"";i:710;s:7:""2013-07"";i:9435;s:7:""2013-08"";i:1100;s:7:""2015-11"";i:2025;}"
"385","IZ","male","n","0","2017","0","아이즈","K=IZ_(band)","","3411","","0","none","18334","","a:5:{s:32:""IZ 1ST MINI ALBUM `ALL YOU WANT`"";a:2:{s:7:""2017-08"";i:1508;s:7:""2017-09"";i:1268;}s:5:""ANGEL"";a:2:{s:7:""2018-05"";i:2027;s:7:""2018-06"";i:918;}s:5:""RE:IZ"";a:2:{s:7:""2019-05"";i:1374;s:7:""2019-06"";i:5818;}s:8:""FREOM:IZ"";a:1:{s:7:""2019-08"";i:1235;}s:6:""THE:IZ"";a:1:{s:7:""2020-02"";i:4186;}}","932","a:8:{s:7:""2017-08"";i:1508;s:7:""2017-09"";i:1268;s:7:""2018-05"";i:2027;s:7:""2018-06"";i:918;s:7:""2019-05"";i:1374;s:7:""2019-06"";i:5818;s:7:""2019-08"";i:1235;s:7:""2020-02"";i:4186;}"
"386","Seo Inguk + Eunji","coed","n","0","2012","0","서인국 X 정은지","","","0","","0","none","0","","","20719","a:0:{}"
"387","NS Yoon-G","female","y","0","2009","0","NS윤지","K=Kim_Yoon-ji,U=NSYoonGVEVO","Kim Yoon-ji","3516","2009-09-23","0","none","13875","","a:4:{s:10:""NEO SPIRIT"";a:1:{s:7:""2012-01"";i:3700;}s:8:""SKINSHIP"";a:1:{s:7:""2012-07"";i:1493;}s:11:""THE WAY 2.."";a:1:{s:7:""2014-04"";i:6894;}s:10:""SINCERELY,"";a:1:{s:7:""2015-03"";i:1788;}}","7017","a:4:{s:7:""2012-01"";i:3700;s:7:""2012-07"";i:1493;s:7:""2014-04"";i:6894;s:7:""2015-03"";i:1788;}"
"388","Jay Park","male","y","5","2010","0","박재범","K=Jay_Park,I=jparkitrighthere,T=jaybumaom","","3474","2010-07-13","41316","none","279951","","a:6:{s:18:""TAKE A DEEPER LOOK"";a:1:{i:2011;i:66316;}s:14:""1집 NEW BREED"";a:3:{s:7:""2012-02"";i:73841;s:7:""2012-09"";i:748;i:2012;i:76829;}s:9:""EVOLUTION"";a:2:{s:7:""2014-09"";i:33371;i:2014;i:33512;}s:9:""WORLDWIDE"";a:3:{s:7:""2015-11"";i:32397;s:7:""2015-12"";i:471;i:2015;i:32776;}s:21:""EVERYTHING YOU WANTED"";a:4:{s:7:""2016-10"";i:10582;s:7:""2016-11"";i:11798;s:7:""2016-12"";i:912;i:2016;i:23027;}s:22:""THE ROAD LESS TRAVELED"";a:1:{s:7:""2019-06"";i:6175;}}","187959","a:9:{s:7:""2012-02"";i:73841;s:7:""2012-09"";i:748;s:7:""2014-09"";i:33371;s:7:""2015-11"";i:32397;s:7:""2015-12"";i:471;s:7:""2016-10"";i:10582;s:7:""2016-11"";i:11798;s:7:""2016-12"";i:912;s:7:""2019-06"";i:6175;}"
"389","John Park","male","y","0","2012","0","존박","K=John_Park_(musician)","존 박","3476","","0","none","26950","","a:2:{s:10:""KNOCK (EP)"";a:4:{s:7:""2012-02"";i:13000;s:7:""2012-03"";i:3802;s:7:""2012-04"";i:1249;i:2012;i:18741;}s:16:""1집 INNER CHILD"";a:1:{s:7:""2013-07"";i:8209;}}","3358","a:4:{s:7:""2012-02"";i:13000;s:7:""2012-03"";i:3802;s:7:""2012-04"";i:1249;s:7:""2013-07"";i:8209;}"
"390","Seo Inguk","male","y","0","2009","0","서인국","K=Seo_In-guk,I=seo_cccc,T=sigstyle_jp,U=SEOINGUK,V=F91C3,VS=98","Seo In-guk","3536","2009-10-27","0","none","9154","","a:2:{s:11:""PERFECT FIT"";a:1:{s:7:""2012-04"";i:2795;}s:13:""웃다 울다"";a:1:{s:7:""2013-04"";i:6359;}}","4799","a:2:{s:7:""2012-04"";i:2795;s:7:""2013-04"";i:6359;}"
"391","Ulala Session","male","n","0","2011","0","울랄라세션","K=Ulala_Session","","3492","","0","none","25413","","a:3:{s:28:""미니앨범 ULALA SENSATION"";a:2:{s:7:""2012-05"";i:24497;i:2012;i:22316;}s:6:""MEMORY"";a:1:{s:7:""2013-07"";i:2299;}s:7:""REJOYCE"";a:1:{s:7:""2014-11"";i:798;}}","10443","a:3:{s:7:""2012-05"";i:24497;s:7:""2013-07"";i:2299;s:7:""2014-11"";i:798;}"
"392","Onew","male","y","172","2018","0","온유","K=Onew","Lee Jin-ki","0","","0","none","71501","","a:1:{s:26:""VOICE - THE 1ST MINI ALBUM"";a:3:{s:7:""2018-12"";i:69023;i:2018;i:69023;s:7:""2019-01"";i:2478;}}","1306","a:2:{s:7:""2018-12"";i:69023;s:7:""2019-01"";i:2478;}"
"393","Joy","female","y","165","2015","0","조이","K=Joy_(singer),I=joy.redvelvet","박수영","0","","0","none","0","","","70723","a:0:{}"
"394","J-Hope","male","y","40","2018","0","정호석","K=J-Hope,A=j-hope/1354883995","제이홉","3550","","0","none","0","","","276620","a:0:{}"
"395","Hotshot","male","n","0","2014","0","핫샷","F=2014Hotshot,T=2014_hotshot,K=Hotshot_(band)","","3555","","0","none","23448","","a:4:{s:11:""TAKE A SHOT"";a:3:{s:7:""2014-10"";i:801;s:7:""2014-11"";i:425;s:7:""2014-12"";i:1183;}s:13:""AM I HOTSHOT?"";a:2:{s:7:""2015-04"";i:1380;s:7:""2015-05"";i:1167;}s:13:""I'M A HOTSHOT"";a:1:{s:7:""2015-07"";i:1647;}s:15:""EARLY FLOWERING"";a:2:{s:7:""2018-11"";i:10433;s:7:""2018-12"";i:6412;}}","1914","a:8:{s:7:""2014-10"";i:801;s:7:""2014-11"";i:425;s:7:""2014-12"";i:1183;s:7:""2015-04"";i:1380;s:7:""2015-05"";i:1167;s:7:""2015-07"";i:1647;s:7:""2018-11"";i:10433;s:7:""2018-12"";i:6412;}"
"396","D-Crunch","male","n","0","2018","0","디크런치","K=D-Crunch,I=d_crunch_official,T=DIA_CRUNCH,Y=UCCyCvwz4NSX1wfUYoYnLU_Q,V=C2479D,VS=975","","3558","","0","none","2592","","a:2:{s:4:""0806"";a:1:{s:7:""2018-08"";i:1105;}s:15:""M1112 (4COLORS)"";a:1:{s:7:""2018-11"";i:1487;}}","1931","a:2:{s:7:""2018-08"";i:1105;s:7:""2018-11"";i:1487;}"
"397","TraxX","male","n","0","2004","0","트랙스","K=TraxX","The TRAX,TRAX","3597","2004-07-20","5230","none","8082","","a:1:{s:27:""창문 (THE 3RD MINI ALBUM)"";a:1:{s:7:""2011-11"";i:2852;}}","983","a:1:{s:7:""2011-11"";i:2852;}"
"398","Kyungri + Choi Nakta","coed","n","0","2018","0","박경리 + 최낙타","","GYEONG REE + Choi Nakta","3620","","0","none","0","","","17","a:0:{}"
"399","Kyungri + Jeong Jinwoon","coed","n","0","2017","0","경리 + 정진운","","GYEONG REE + JEONG JINWOON","3621","","0","none","0","","","27","a:0:{}"
"400","Chung ha + Yesung","coed","n","0","2018","0","청하 + 예성","","","3622","","0","none","0","","","3285","a:0:{}"
"401","Sohee ","female","y","252","2016","0","소희","K=Kim_So-hee_(singer,_born_1999)","","3626","","0","none","0","","","1525","a:0:{}"
"402","Jiyeon","female","n","193","2014","0","지연","K=Park_Ji-yeon,I=jiyeon2__,V=C886D5,VS=875","Park Ji-yeon ","3635","","0","none","15639","","a:1:{s:10:""NEVER EVER"";a:3:{s:7:""2014-05"";i:8000;s:7:""2014-06"";i:6172;i:2014;i:15639;}}","13221","a:2:{s:7:""2014-05"";i:8000;s:7:""2014-06"";i:6172;}"
"403","Ben","female","y","0","2012","0","벤","K=Ben_(South_Korean_singer)","Lee Eun-young","0","","0","none","2414","","a:2:{s:6:""RECIPE"";a:1:{s:7:""2018-05"";i:985;}s:5:""180˚"";a:1:{s:7:""2018-12"";i:1429;}}","20588","a:2:{s:7:""2018-05"";i:985;s:7:""2018-12"";i:1429;}"
"404","Junhyung","male","y","26","2013","0","용준형","K=Yong_Jun-hyung,I=bigbadboii,T=joker891219","Yong Jun-hyung","3652","","0","none","59361","","a:2:{s:6:""FLOWER"";a:3:{s:7:""2013-12"";i:27703;i:2013;i:27703;s:7:""2014-01"";i:2071;}s:24:""1ST ALBUM `GOODBYE 20`S`"";a:1:{s:7:""2018-05"";i:29587;}}","4675","a:3:{s:7:""2013-12"";i:27703;s:7:""2014-01"";i:2071;s:7:""2018-05"";i:29587;}"
"406","Paul Kim","male","y","0","2015","0","폴킴","K=Paul_Kim_(musician,_born_1981),A=paul-kim/id285172014","","0","","0","none","4263","","a:3:{s:31:""THE 1ST MINI ALBUM `SONG DIARY`"";a:1:{s:7:""2019-04"";i:1669;}s:3:""비"";a:1:{s:7:""2019-08"";i:1078;}s:14:""마음, 하나"";a:1:{s:7:""2019-10"";i:1516;}}","91118","a:3:{s:7:""2019-04"";i:1669;s:7:""2019-08"";i:1078;s:7:""2019-10"";i:1516;}"
"407","Ali","female","y","0","2009","0","알리","K=Ali_(South_Korean_singer)","","3678","2009-10-10","0","none","7616","","a:5:{s:46:""1집 SOULLI (소리) : 영혼이 있는 마을"";a:2:{s:7:""2011-12"";i:2459;s:7:""2012-02"";i:700;}s:16:""불후의 명곡"";a:2:{s:7:""2012-01"";i:962;s:7:""2012-02"";i:758;}s:9:""지우개"";a:1:{s:7:""2013-01"";i:812;}s:13:""TURNING POINT"";a:1:{s:7:""2014-11"";i:1192;}s:10:""WHITE HOLE"";a:1:{s:7:""2015-10"";i:733;}}","3971","a:6:{s:7:""2011-12"";i:2459;s:7:""2012-02"";i:1458;s:7:""2012-01"";i:962;s:7:""2013-01"";i:812;s:7:""2014-11"";i:1192;s:7:""2015-10"";i:733;}"
"408","Nam Woohyun","male","y","96","2016","0","남우현","K=Nam_Woo-hyun,T=wowwh","Woohyun","3679","","0","none","185148","","a:3:{s:7:""WRITE.."";a:4:{s:7:""2016-05"";i:78126;s:7:""2016-06"";i:5301;s:7:""2016-09"";i:386;i:2016;i:83677;}s:14:""SECOND WRITE.."";a:2:{s:7:""2018-09"";i:57280;i:2018;i:56842;}s:13:""A NEW JOURNEY"";a:2:{s:7:""2019-05"";i:42839;s:7:""2019-08"";i:1790;}}","1430","a:6:{s:7:""2016-05"";i:78126;s:7:""2016-06"";i:5301;s:7:""2016-09"";i:386;s:7:""2018-09"";i:57280;s:7:""2019-05"";i:42839;s:7:""2019-08"";i:1790;}"
"409","Yang Yoseob","male","y","86","2012","0","양요섭","K=Yang_Yo-seob,I=yysbeast","","3682","","0","none","58535","","a:1:{s:32:""YANG YOSEOP 2ND MINI ALBUM `白`"";a:3:{s:7:""2018-02"";i:49730;s:7:""2018-03"";i:10128;i:2018;i:58535;}}","9055","a:2:{s:7:""2018-02"";i:49730;s:7:""2018-03"";i:10128;}"
"410","Penomeco","male","y","0","2014","0","페노메코","I=penomadeincorea","Jung Dong Wook,정동욱","0","","0","none","1000","","a:1:{s:6:""GARDEN"";a:1:{s:7:""2018-12"";i:1000;}}","7636","a:1:{s:7:""2018-12"";i:1000;}"
"411","Sori","female","y","232","2018","0","소리","I=lovesori_","Kim Sori","0","","0","none","0","","","1634","a:0:{}"
"412","Coco","female","y","0","2017","0","코코","I=rilaccoco,T=rilaccoco_,Y=UC4sQelfHFRVDQoiFYRyUFZA","Lee Coco","3697","","0","none","0","","","429","a:0:{}"
"413","Buzz","male","n","0","2003","0","버즈","K=Buzz_(band),F=buzzcomeback","","0","","452579","none","463688","","a:3:{s:8:""MEMORIZE"";a:1:{s:7:""2014-11"";i:2236;}s:34:""`BE ONE` - BUZZ THE 1ST MINI ALBUM"";a:2:{s:7:""2017-07"";i:3000;s:7:""2017-08"";i:2301;}s:30:""`15` - BUZZ THE 2ND MINI ALBUM"";a:1:{s:7:""2018-12"";i:3572;}}","2127","a:4:{s:7:""2014-11"";i:2236;s:7:""2017-07"";i:3000;s:7:""2017-08"";i:2301;s:7:""2018-12"";i:3572;}"
"414","JBJ95","male","n","274","2018","0","","T=JBJ95__official,F=JBJ95.official,I=JBJ95__official","","3704","","0","none","129137","","a:3:{s:21:""1ST MINI ALBUM `HOME`"";a:3:{s:7:""2018-10"";i:40000;s:7:""2018-11"";i:14236;i:2018;i:52077;}s:5:""AWAKE"";a:4:{s:7:""2019-03"";i:16375;s:7:""2019-04"";i:21824;s:7:""2019-05"";i:3247;s:7:""2019-06"";i:3699;}s:5:""SPARK"";a:3:{s:7:""2019-08"";i:24125;s:7:""2019-09"";i:6096;s:7:""2019-10"";i:1694;}}","1715","a:9:{s:7:""2018-10"";i:40000;s:7:""2018-11"";i:14236;s:7:""2019-03"";i:16375;s:7:""2019-04"";i:21824;s:7:""2019-05"";i:3247;s:7:""2019-06"";i:3699;s:7:""2019-08"";i:24125;s:7:""2019-09"";i:6096;s:7:""2019-10"";i:1694;}"
"415","Eyedi","female","y","0","2016","0","아이디","F=eyedicamp,I=eyedi_camp,VS=348,V=E972B7,U=nameyo1","Nam Yu Jin,남유진","0","","0","none","0","","","1639","a:0:{}"
"416","Kang Hye Yeon","female","y","27","2018","0","강혜연","I=hyeyeon_2,T=hyeyeon2ya","Hyeyeon","3712","2018-10-31","0","none","0","","","117","a:0:{}"
"417","Hwang Chi-yeul","male","y","0","2007","0","황치열","K=Hwang_Chi-yeul","","0","","0","none","445286","","a:3:{s:11:""BE ORDINARY"";a:8:{s:7:""2017-06"";i:112783;s:7:""2017-07"";i:4233;s:7:""2017-08"";i:7151;s:7:""2017-09"";i:4152;s:7:""2017-10"";i:11729;s:7:""2017-11"";i:79574;s:7:""2017-12"";i:4582;i:2017;i:224071;}s:9:""BE MYSELF"";a:3:{s:7:""2018-04"";i:110080;s:7:""2018-05"";i:5303;i:2018;i:115988;}s:16:""THE FOUR SEASONS"";a:2:{s:7:""2019-01"";i:104695;i:2019;i:105227;}}","4711","a:10:{s:7:""2017-06"";i:112783;s:7:""2017-07"";i:4233;s:7:""2017-08"";i:7151;s:7:""2017-09"";i:4152;s:7:""2017-10"";i:11729;s:7:""2017-11"";i:79574;s:7:""2017-12"";i:4582;s:7:""2018-04"";i:110080;s:7:""2018-05"";i:5303;s:7:""2019-01"";i:104695;}"
"418","14U","male","n","0","2017","2019","원포유","K=14U,V=D27597,VS=716","","0","","0","none","27762","","a:2:{s:15:""예뻐지지마"";a:1:{s:7:""2018-02"";i:878;}s:19:""나침반 (N.E.W.S)"";a:2:{s:7:""2018-10"";i:1965;s:7:""2018-11"";i:24919;}}","0","a:3:{s:7:""2018-02"";i:878;s:7:""2018-10"";i:1965;s:7:""2018-11"";i:24919;}"
"419","Leo","male","n","215","2018","0","레오","K=Leo_(singer),I=leo_jungtw,T=jungtw_leo","","3726","","0","none","81020","","a:4:{s:6:""CANVAS"";a:2:{s:7:""2018-07"";i:22160;s:7:""2018-08"";i:22934;}s:13:""CANVAS (KINO)"";a:1:{s:7:""2018-07"";i:1801;}s:4:""MUSE"";a:2:{s:7:""2019-06"";i:21889;s:7:""2019-07"";i:10745;}s:12:""MUSE (KIHNO)"";a:1:{s:7:""2019-06"";i:1491;}}","1973","a:4:{s:7:""2018-07"";i:23961;s:7:""2018-08"";i:22934;s:7:""2019-06"";i:23380;s:7:""2019-07"";i:10745;}"
"420","Jung Il-hoon","male","y","38","2012","0","정일훈","K=Jung_Il-hoon,I=ilhoonmj","Ilhoon,Jung Ilhoon","0","","0","none","34005","","a:1:{s:8:""BIG WAVE"";a:1:{s:7:""2018-03"";i:34005;}}","610","a:1:{s:7:""2018-03"";i:34005;}"
"421","Jeong Se-woon","male","y","0","2017","0","정세운","T=jeongsewoon_twt,F=OfficialJeongSewoon,K=Jeong_Se-woon","Sewoon","3730","","0","none","134530","","a:5:{s:32:""THE 1ST MINI ALBUM PART.1 [EVER]"";a:4:{s:7:""2017-08"";i:23438;s:7:""2017-09"";i:14218;s:7:""2017-10"";i:3715;i:2017;i:41586;}s:5:""AFTER"";a:2:{s:7:""2018-01"";i:25097;s:7:""2018-02"";i:5753;}s:7:""ANOTHER"";a:2:{s:7:""2018-07"";i:18751;s:7:""2018-08"";i:4956;}s:15:""PLUS MINUS ZERO"";a:2:{s:7:""2019-03"";i:16004;s:7:""2019-04"";i:4384;}s:3:""DAY"";a:1:{s:7:""2019-10"";i:17999;}}","6101","a:10:{s:7:""2017-08"";i:23438;s:7:""2017-09"";i:14218;s:7:""2017-10"";i:3715;s:7:""2018-01"";i:25097;s:7:""2018-02"";i:5753;s:7:""2018-07"";i:18751;s:7:""2018-08"";i:4956;s:7:""2019-03"";i:16004;s:7:""2019-04"";i:4384;s:7:""2019-10"";i:17999;}"
"422","Shaun","male","y","0","2018","0","숀","K=Shaun_(musician)","Kim Yun-ho,김윤호","0","","0","none","0","","","17474","a:0:{}"
"423","Vibe","male","n","0","2002","0","바이브","K=Vibe_(band)","","0","","0","none","22483","","a:8:{s:34:""VIBE 10TH ANNIVERSARY LIVE EDITION"";a:1:{s:7:""2012-09"";i:2565;}s:18:""5집 ORGANIC SOUND"";a:3:{s:7:""2013-05"";i:4999;s:7:""2013-06"";i:1915;s:7:""2013-07"";i:616;}s:10:""RITARDANDO"";a:1:{s:7:""2014-02"";i:4776;}s:8:""MEMORIES"";a:2:{s:7:""2014-09"";i:2197;s:7:""2014-10"";i:480;}s:6:""REPEAT"";a:1:{s:7:""2016-04"";i:1993;}s:24:""REPEAT (LIMITED EDITION)"";a:1:{s:7:""2016-05"";i:500;}s:13:""REPEAT & SLUR"";a:1:{s:7:""2016-11"";i:1130;}s:8:""ABOUT ME"";a:1:{s:7:""2018-10"";i:1312;}}","687","a:11:{s:7:""2012-09"";i:2565;s:7:""2013-05"";i:4999;s:7:""2013-06"";i:1915;s:7:""2013-07"";i:616;s:7:""2014-02"";i:4776;s:7:""2014-09"";i:2197;s:7:""2014-10"";i:480;s:7:""2016-04"";i:1993;s:7:""2016-05"";i:500;s:7:""2016-11"";i:1130;s:7:""2018-10"";i:1312;}"
"424","Nilo","male","y","0","2015","0","닐로","I=real.nilo","","3757","","0","none","0","","","2229","a:0:{}"
"425","10cm","male","n","0","2010","2017","십센치","K=10cm_(band)","","0","","0","none","5772","","a:2:{s:3:""3.0"";a:2:{s:7:""2014-11"";i:3302;s:7:""2015-01"";i:387;}s:3:""4.0"";a:1:{s:7:""2017-09"";i:2083;}}","80282","a:3:{s:7:""2014-11"";i:3302;s:7:""2015-01"";i:387;s:7:""2017-09"";i:2083;}"
"426","Kim Dong-Ryul","male","y","0","1993","0","김동률","K=Kim_Dong-ryul","","0","","916675","none","1034681","","a:8:{s:12:""KIMDONGRYULE"";a:3:{s:7:""2011-11"";i:22487;s:7:""2011-12"";i:5237;i:2011;i:27724;}s:6:""동행"";a:6:{s:7:""2014-10"";i:45111;s:7:""2014-11"";i:6581;s:7:""2014-12"";i:2085;i:2014;i:53777;s:7:""2015-01"";i:3250;s:7:""2015-02"";i:408;}s:20:""4집 토로 (吐露)"";a:1:{s:7:""2014-11"";i:730;}s:9:""MONOLOGUE"";a:1:{s:7:""2014-11"";i:1063;}s:42:""KIMDONGRYUL LIVE 2012 감사 / 2014 동행"";a:2:{s:7:""2015-08"";i:7728;s:7:""2015-10"";i:1970;}s:6:""답장"";a:2:{s:7:""2018-01"";i:14374;s:7:""2018-12"";i:2158;}s:32:""김동률 리패키지 [답장+]"";a:1:{s:7:""2019-09"";i:3824;}s:12:""답장+ (LP)"";a:1:{s:7:""2019-09"";i:1000;}}","11567","a:12:{s:7:""2011-11"";i:22487;s:7:""2011-12"";i:5237;s:7:""2014-10"";i:45111;s:7:""2014-11"";i:8374;s:7:""2014-12"";i:2085;s:7:""2015-01"";i:3250;s:7:""2015-02"";i:408;s:7:""2015-08"";i:7728;s:7:""2015-10"";i:1970;s:7:""2018-01"";i:14374;s:7:""2018-12"";i:2158;s:7:""2019-09"";i:4824;}"
"427","Yang Da-il","male","y","0","2016","0","양다일","K=Yang_Da-il","Yang Da il","3772","","0","none","0","","","9566","a:0:{}"
"428","Loco","male","y","0","2012","0","로꼬","K=Loco_(rapper),T=locogocrazy,I=satgotloco,F=Loco.Officially","권혁우,Kwon Hyuk-woo","0","","0","none","9047","","a:3:{s:10:""LOCOMOTIVE"";a:1:{s:7:""2014-12"";i:1336;}s:8:""BLEACHED"";a:2:{s:7:""2017-05"";i:2401;s:7:""2017-06"";i:726;}s:5:""HELLO"";a:1:{s:7:""2019-02"";i:4584;}}","7519","a:4:{s:7:""2014-12"";i:1336;s:7:""2017-05"";i:2401;s:7:""2017-06"";i:726;s:7:""2019-02"";i:4584;}"
"429","Loco + Hwasa","coed","n","0","2018","0","로꼬+화사","","로꼬(loco)+화사(hwasa)","3778","","0","none","0","","","58900","a:0:{}"
"430","Roy Kim","male","y","0","2012","0","로이킴","K=Roy_Kim,I=roykimmusic,F=OfficialRoyKim,T=roysangwookim,VS=262,V=EED20B","Kim Sang-woo,김상우","3786","","0","none","42891","","a:5:{s:19:""1집 LOVE LOVE LOVE"";a:6:{s:7:""2013-06"";i:11720;s:7:""2013-07"";i:2096;s:7:""2013-08"";i:1810;s:7:""2013-11"";i:774;i:2013;i:17364;s:7:""2014-10"";i:515;}s:4:""HOME"";a:2:{s:7:""2014-10"";i:10429;s:7:""2014-11"";i:918;}s:12:""북두칠성"";a:1:{s:7:""2015-12"";i:6567;}s:21:""開花期 (개화기)"";a:1:{s:7:""2017-05"";i:5200;}s:35:""그때 헤어지면 돼 (한정반)"";a:1:{s:7:""2018-02"";i:1898;}}","31726","a:9:{s:7:""2013-06"";i:11720;s:7:""2013-07"";i:2096;s:7:""2013-08"";i:1810;s:7:""2013-11"";i:774;s:7:""2014-10"";i:10944;s:7:""2014-11"";i:918;s:7:""2015-12"";i:6567;s:7:""2017-05"";i:5200;s:7:""2018-02"";i:1898;}"
"431","Moon Moon","male","y","0","0","0","문문","","Moon By Moon","0","","0","none","0","","","213","a:0:{}"
