,Song Title,Artist,Type of Artist,Likes,Likes Ratio,MV Views,Days Old,Years Old,Likes/MV,Sales,Total Views
714,Time of our life,Day6,male group,"526,066",99.7%,"7,917,826",303 days,0.8301369863013699,"328,304","364,587","261,306,790"
715,Sweet Chaos,Day6,male group,"493,139",99.7%,"7,641,292",204 days,0.5589041095890411,"328,304","364,587","261,306,790"
716,I Loved You,Day6,male group,"448,018",99.6%,"18,378,026",981 days,2.6876712328767125,"328,304","364,587","261,306,790"
717,Days gone by,Day6,male group,"376,022",99.7%,"9,759,441",520 days,1.4246575342465753,"328,304","364,587","261,306,790"
718,Letting go,Day6,male group,"364,858",99.6%,"17,027,222",1.506 days,4.126027397260274,"328,304","364,587","261,306,790"
719,How Can I Say,Day6,male group,"357,538",99.6%,"13,000,231",1.165 days,3.191780821917808,"328,304","364,587","261,306,790"
720,I'm Serious,Day6,male group,"301,958",99.5%,"10,482,404",1.134 days,3.106849315068493,"328,304","364,587","261,306,790"
721,What Can I do,Day6,male group,"298,999",99.6%,"9,241,183",1.011 days,2.76986301369863,"328,304","364,587","261,306,790"
722,When you love someone,Day6,male group,"298,487",99.6%,"8,682,118",958 days,2.6246575342465754,"328,304","364,587","261,306,790"
723,I like you,Day6,male group,"294,472",99.7%,"8,778,672",890 days,2.4383561643835616,"328,304","364,587","261,306,790"
724,Sheep (Alan Walker Relift),Lay,male soloist,"865,837",97.9%,"19,943,966",621 days,1.7013698630136986,"418,605","295,452","98,627,327"
725,Sheep (chinese),Lay,male soloist,"739,950",98.5%,"21,972,654",950 days,2.6027397260273974,"418,605","295,452","98,627,327"
726,Namanana,Lay,male soloist,"636,900",98.9%,"9,892,583",572 days,1.5671232876712329,"418,605","295,452","98,627,327"
727,Give Me A Chance,Lay,male soloist,"570,441",99.3%,"7,154,396",585 days,1.6027397260273972,"418,605","295,452","98,627,327"
728,What U need?,Lay,male soloist,"439,378",98.3%,"11,131,914",1.315 days,3.6027397260273974,"418,605","295,452","98,627,327"
729,Lose Control (chinese),Lay,male soloist,"400,491",98.4%,"10,594,824",1.294 days,3.5452054794520547,"418,605","295,452","98,627,327"
730,I need U,Lay,male soloist,"341,137",98.5%,"4,370,587",962 days,2.6356164383561644,"418,605","295,452","98,627,327"
731,Wonderland,ATEEZ,male group,"861,477",99.2%," 54,579,986",218 days,0.5972602739726027,"200,581","622,213","318,594,256"
732,Say My Name,ATEEZ,male group,"749,513",99.4%,"35,184,889",484 days,1.326027397260274,"200,581","622,213","318,594,256"
733,Wave,ATEEZ,male group,"706,869",99.4%,"29,039,994",338 days,0.9260273972602739,"200,581","622,213","318,594,256"
734,Answer,ATEEZ,male group,"651,754",99.2%," 42,237,872",128 days,0.3506849315068493,"200,581","622,213","318,594,256"
735,Pirate King,ATEEZ,male group,"621,128",99.6%,"20,734,371",567 days,1.5534246575342465,"200,581","622,213","318,594,256"
736,Hala Hala,ATEEZ,male group,"541,510",99.6%,"16,008,720",461 days,1.263013698630137,"200,581","622,213","318,594,256"
737,Treasure,ATEEZ,male group,"408,576",99.7%,"13,509,289",567 days,1.5534246575342465,"200,581","622,213","318,594,256"
738,Answer,ATEEZ,male group,"390,390",99.4%,"6,433,172",128 days,0.3506849315068493,"200,581","622,213","318,594,256"
739,ILLUSION,ATEEZ,male group,"386,712",99.7%,"14,493,387",338 days,0.9260273972602739,"200,581","622,213","318,594,256"
740,wonderland,ATEEZ,male group,"298,685",99.4%,"5,495,561",218 days,0.5972602739726027,"200,581","622,213","318,594,256"
741,Electric Shock,F(x),female group,"847,926",96.1%,"127,844,389",2.893 days,7.926027397260274,"348,813","549,573","461,560,615"
742,4 walls,F(x),female group,"555,915",98.1%,"38,716,501",1.661 days,4.550684931506849,"348,813","549,573","461,560,615"
743,Rum Pum Pum Pum,F(x),female group,"549,471",95.7%,"60,519,429",2.485 days,6.808219178082192,"348,813","549,573","461,560,615"
744,Red Light,F(x),female group,"499,651",96.2%,"45,926,521",2.142 days,5.868493150684931,"348,813","549,573","461,560,615"
745,Hot Summer,F(x),female group,"370,049",96.5%,"58,334,712",3.253 days,8.912328767123288,"348,813","549,573","461,560,615"
746,All Mine,F(x),female group,"297,257",98.1%,"12,902,510",1.392 days,3.813698630136986,"348,813","549,573","461,560,615"
747,Focus on me,Jus2,male group,"812,592",99.4%,"36,754,915",437 days,1.1972602739726028,"218,338","85,461","39,162,566"
748,Fiancé,Mino,male soloist,"806,077",98.0%,"47,831,960",534 days,1.463013698630137,"427,190","72,659","88,810,976"
749,Body,Mino,male soloist,"562,224",98.3%,"32,893,674",1.344 days,3.682191780821918,"427,190","72,659","88,810,976"
750,TRAP,Henry,male soloist,"799,891",98.5%,"80,627,354",2.532 days,6.936986301369863,"184,359","58,571","128,817,632"
751,Fantastic,Henry,male soloist,"306,710",98.7%,"22,098,062",2.133 days,5.843835616438356,"184,359","58,571","128,817,632"
752,Monster,Henry,male soloist,"296,845",99.6%,"4,774,402",831 days,2.276712328767123,"184,359","58,571","128,817,632"
753,We don't talk together,Heize,female soloist,"790,482",99.4%,"13,821,089",311 days,0.852054794520548,"147,628","20,241","176,177,272"
754,And July,Heize,female soloist,"389,091",98.6%,"50,145,252",1.396 days,3.824657534246575,"147,628","20,241","176,177,272"
755,Spit it out,Solar,female soloist,"786,666",98.6%,"8,343,258",20 days,0.0547945205479452,"111,679","76,069","19,256,479"
756,Spit it out,Solar,female soloist,"302,013",98.0%,"3,948,020",20 days,0.0547945205479452,"111,679","76,069","19,256,479"
757,ZUTTER,GD+T.O.P.,male group,"785,787",98.1%,"69,075,806",1.744 days,4.778082191780822,"413,531","267,703","127,896,872"
758,Crossroads,GFriend,female group,"782,823",96.8%," 21,281,126",100 days,0.273972602739726,"189,235","746,037","626,968,062"
759,Fever,GFriend,female group,"665,358",97.4%,"26,222,711",317 days,0.8684931506849315,"189,235","746,037","626,968,062"
760,Time for the Moon Night,GFriend,female group,"591,891",97.2%,"55,651,594",744 days,2.0383561643835617,"189,235","746,037","626,968,062"
761,Navillera,GFriend,female group,"477,155",95.5%,"58,108,560",1.403 days,3.8438356164383563,"189,235","746,037","626,968,062"
762,Rough,GFriend,female group,"476,060",95.8%,"66,429,992",1.571 days,4.304109589041096,"189,235","746,037","626,968,062"
763,Sunrise,GFriend,female group,"466,156",97.9%,"31,166,035",485 days,1.3287671232876712,"189,235","746,037","626,968,062"
764,Love Whisper,GFriend,female group,"387,806",94.9%,"41,705,385",1.016 days,2.7835616438356166,"189,235","746,037","626,968,062"
765,Me Gustas Tu,GFriend,female group,"384,320",97.4%,"27,830,321",1.757 days,4.813698630136987,"189,235","746,037","626,968,062"
766,Fingertip(alternate),GFriend,female group,"373,318",93.3%,"25,975,019",1.165 days,3.191780821917808,"189,235","746,037","626,968,062"
767,Sunny Summer,GFriend,female group,"308,008",96.6%,"22,284,828",664 days,1.819178082191781,"189,235","746,037","626,968,062"
768,I'm so sick,Apink,female group,"775,780",97.5%,"78,969,488",681 days,1.8657534246575342,"117,322","693,221","537,235,712"
769,응응,Apink,female group,"560,681",97.8%,"36,647,155",492 days,1.347945205479452,"117,322","693,221","537,235,712"
770,Dumhdurum,Apink,female group,"446,541",98.9%," 15,534,206",30 days,0.0821917808219178,"117,322","693,221","537,235,712"
771,Mr.Chu,Apink,female group,"367,548",96.5%,"67,539,258",2.236 days,6.126027397260274,"117,322","693,221","537,235,712"
772,LUV,Apink,female group,"321,354",96.6%,"63,083,099",1.998 days,5.473972602739726,"117,322","693,221","537,235,712"
773,Crazy Sexy Cool,ASTRO,male group,"774,462",99.5%,"21,086,746",924 days,2.5315068493150683,"344,816","595,522","151,762,933"
774,All Night,ASTRO,male group,"673,922",99.6%,"14,860,970",483 days,1.3232876712328767,"344,816","595,522","151,762,933"
775,Blue flame,ASTRO,male group,"630,867",99.6%,"14,804,112",175 days,0.4794520547945205,"344,816","595,522","151,762,933"
776,Baby,ASTRO,male group,"573,879",99.5%,"18,314,477",1.081 days,2.9616438356164383,"344,816","595,522","151,762,933"
777,Always You,ASTRO,male group,"486,157",99.7%,"10,737,627",659 days,1.8054794520547945,"344,816","595,522","151,762,933"
778,Knock,ASTRO,male group,"471,285",99.4%," 9,207,794",9 days,0.024657534246575342,"344,816","595,522","151,762,933"
779,Breathless,ASTRO,male group,"350,775",98.9%,"15,718,428",1.413 days,3.871232876712329,"344,816","595,522","151,762,933"
780,All Night,ASTRO,male group,"317,629",99.6%,"8,502,295",483 days,1.3232876712328767,"344,816","595,522","151,762,933"
781,Spring,ParkBom,female soloist,"768,078",98.6%,"19,848,682",427 days,1.16986301369863,"214,059","22,547","67,129,477"
782,Bad,Infinite,male group,"756,156",99.0%,"45,629,440",1.767 days,4.841095890410959,"167,793","1,543,276","255,867,690"
783,The Eye,Infinite,male group,"400,533",99.0%,"19,666,965",1.333 days,3.652054794520548,"167,793","1,543,276","255,867,690"
784,Back,Infinite,male group,"378,442",98.9%,"27,953,523",2.124 days,5.8191780821917805,"167,793","1,543,276","255,867,690"
785,"1,2,3!",SEUNGRI,male soloist,"750,380",95.2%,"26,242,658",663 days,1.8164383561643835,"317,567","166,781","92,550,233"
786,Where R U From,SEUNGRI,male soloist,"549,396",96.7%,"16,746,607",657 days,1.8,"317,567","166,781","92,550,233"
787,Instagram,Dean,male soloist,"743,278",99.1%,"49,561,679",835 days,2.287671232876712,"217,298","21,118","148,035,236"
788,D (Half Moon),Dean,male soloist,"300,351",99.2%,"32,440,636",1.485 days,4.068493150684931,"217,298","21,118","148,035,236"
789,Everytime,Chen+Punch,coed group,"725,337",98.8%,"107,769,996",1.540 days,4.219178082191781,"725,337",0,"107,769,996"
790,Written in the stars,JohnLegend+Wendy,coed group,"716,874",99.2%,"11,350,886",572 days,1.5671232876712329,"716,874",0,"11,350,886"
791,Dream,Suzy+Baekhyun,coed group,"712,894",98.0%,"64,334,650",1.589 days,4.353424657534247,"712,894","36,900","64,334,650"
792,Sixteen,Samuel,male group,"699,283",99.0%,"16,316,886",1.015 days,2.780821917808219,"371,561","76,101","30,090,432"
793,Candy,Samuel,male group,"340,279",99.0%,"5,901,730",909 days,2.4904109589041097,"371,561","76,101","30,090,432"
794,ONE,Samuel,male group,"328,679",99.4%,"6,169,458",777 days,2.128767123287671,"371,561","76,101","30,090,432"
795,Don't,Loco+Hwasa,coed group,"683,783",99.2%,"49,414,637",707 days,1.936986301369863,"683,783",0,"49,414,637"
796,Some,Bolbbalgan4,female group,"674,710",99.0%,"47,865,628",958 days,2.6246575342465754,"154,547","58,808","376,652,558"
797,Leo,Bolbbalgan4,female group,"569,838",98.8%,"4,650,947",6 days,0.01643835616438356,"154,547","58,808","376,652,558"
798,Galaxy,Bolbbalgan4,female group,"527,956",98.7%,"78,434,155",1.354 days,3.7095890410958905,"154,547","58,808","376,652,558"
799,Tell Me You Love Me,Bolbbalgan4,female group,"493,079",98.6%,"65,784,104",1.240 days,3.3972602739726026,"154,547","58,808","376,652,558"
800,Travel,Bolbbalgan4,female group,"442,912",97.3%,"63,306,041",720 days,1.9726027397260273,"154,547","58,808","376,652,558"
801,Bom,Bolbbalgan4,female group,"320,716",98.8%,"20,881,720",407 days,1.115068493150685,"154,547","58,808","376,652,558"
802,Fresh,TripleH,coed group,"672,961",97.0%,"27,038,489",1.109 days,3.0383561643835617,"300,998","16,762","58,606,079"
803,Retro Future,TripleH,coed group,"522,310",97.5%,"14,631,268",665 days,1.821917808219178,"300,998","16,762","58,606,079"
804,Trouble Maker,TroubleMaker,coed group,"665,747",96.9%,"98,152,191",3.087 days,8.457534246575342,"336,605","66,974","168,606,968"
805,Now,TroubleMaker,coed group,"411,922",94.8%,"47,680,904",2.390 days,6.5479452054794525,"336,605","66,974","168,606,968"
806,Butterfly,LOONA,female group,"662,500",98.2%,"34,033,550",449 days,1.2301369863013698,"122,949","355,707","208,286,010"
807,Hi High,LOONA,female group,"349,096",97.7%,"25,519,367",632 days,1.7315068493150685,"122,949","355,707","208,286,010"
808,Heart Attack (Chuu),LOONA,female group,"341,346",99.3%,"12,560,777",868 days,2.378082191780822,"122,949","355,707","208,286,010"
809,So what,LOONA,female group,"324,388",98.2%," 18,564,783",98 days,0.2684931506849315,"122,949","355,707","208,286,010"
810,favOriTe,LOONA,female group,"319,607",96.4%,"10,319,505",645 days,1.7671232876712328,"122,949","355,707","208,286,010"
811,So what,LOONA,female group,"304,936",97.7%,"5,766,315",98 days,0.2684931506849315,"122,949","355,707","208,286,010"
812,Very Very Very,I.O.I,female group,"636,251",98.8%,"80,770,753",1.305 days,3.5753424657534247,"294,387","276,039","213,228,520"
813,Whatta Man (Good man),I.O.I,female group,"406,012",99.0%,"47,484,910",1.374 days,3.7643835616438355,"294,387","276,039","213,228,520"
814,Very Very Very,I.O.I,female group,"372,112",98.6%,"20,315,027",688 days,1.884931506849315,"294,387","276,039","213,228,520"
815,Downpour,I.O.I,female group,"302,538",98.4%,"18,086,883",1.212 days,3.3205479452054796,"294,387","276,039","213,228,520"
816,"Not Spring,love or Cherry Blossoms",IU+HIGH4,coed group,"625,186",98.0%,"105,267,556",2.228 days,6.104109589041096,"625,186",0,"105,267,556"
817,Going crazy,Treasure,male group,"624,390",99.1%,"15,360,686",104 days,0.28493150684931506,"356,019",0,"22,413,540"
818,Goblin,Sulli☮,female soloist,"620,646",97.8%,"11,931,661",319 days,0.873972602739726,"620,646",0,"11,931,661"
819,Mommae,JayPark,male soloist,"614,260",96.6%,"51,874,734",1.819 days,4.983561643835617,"163,992","279,951","300,345,620"
820,Me like Yuh,JayPark,male soloist,"588,193",98.8%,"33,363,846",1.296 days,3.5506849315068494,"163,992","279,951","300,345,620"
821,Drive,JayPark,male soloist,"392,026",99.0%,"35,891,604",1.302 days,3.5671232876712327,"163,992","279,951","300,345,620"
822,You Know,JayPark,male soloist,"301,035",97.9%,"29,337,583",1.652 days,4.526027397260274,"163,992","279,951","300,345,620"
823,Only You,MissA,female group,"610,481",96.4%,"87,989,746",1.872 days,5.1287671232876715,"266,324","111,748","389,811,536"
824,"Bad Girl, Good Girl",MissA,female group,"465,668",97.5%,"65,715,358",3.605 days,9.876712328767123,"266,324","111,748","389,811,536"
825,Hush,MissA,female group,"446,712",97.5%,"55,411,121",2.381 days,6.523287671232877,"266,324","111,748","389,811,536"
826,I don't need a man,MissA,female group,"354,753",97.3%,"45,807,126",2.768 days,7.583561643835616,"266,324","111,748","389,811,536"
827,Dinosaur,Akmu,coed group,"605,824",99.2%,"26,209,910",1.028 days,2.8164383561643835,"308,679","70,464","306,140,757"
828,"Eyes, Nose, Lips (cover)",Akmu,coed group,"474,524",99.2%,"32,653,909",2.158 days,5.912328767123288,"308,679","70,464","306,140,757"
829,200%,Akmu,coed group,"467,083",98.8%,"52,349,816",2.229 days,6.1068493150684935,"308,679","70,464","306,140,757"
830,Re-Bye,Akmu,coed group,"463,046",99.3%,"30,299,032",1.471 days,4.03013698630137,"308,679","70,464","306,140,757"
831,Give Love,Akmu,coed group,"391,277",99.0%,"40,521,134",2.204 days,6.038356164383561,"308,679","70,464","306,140,757"
832,"How can I love the heartbreak, you're the one I love",Akmu,coed group,"340,908",99.5%,"8,265,094",231 days,0.6328767123287671,"308,679","70,464","306,140,757"
833,Last Goodbye,Akmu,coed group,"333,022",98.5%,"41,185,185",1.227 days,3.361643835616438,"308,679","70,464","306,140,757"
834,How people move,Akmu,coed group,"311,895",98.8%,"23,509,179",1.471 days,4.03013698630137,"308,679","70,464","306,140,757"
835,I love you (all about my romance OST),Akmu,coed group,"304,399",98.9%,"32,425,099",2.557 days,7.005479452054795,"308,679","70,464","306,140,757"
836,Long Flight,Taeyong,male soloist,"601,400",99.6%,"10,602,244",300 days,0.821917808219178,"601,400",0,"10,602,244"
837,No,CLC,female group,"599,748",98.2%,"19,433,771",469 days,1.284931506849315,"159,126","46,787","241,758,111"
838,Hobgoblin,CLC,female group,"555,589",97.9%,"30,499,837",1.213 days,3.3232876712328765,"159,126","46,787","241,758,111"
839,Me,CLC,female group,"554,919",99.0%,"16,409,209",350 days,0.958904109589041,"159,126","46,787","241,758,111"
840,Devil,CLC,female group,"529,676",98.8%,"13,362,655",250 days,0.684931506849315,"159,126","46,787","241,758,111"
841,Black Dress,CLC,female group,"516,422",98.7%,"31,393,309",811 days,2.221917808219178,"159,126","46,787","241,758,111"
842,Hobgoblin(alternate),CLC,female group,"447,849",98.3%,"25,629,631",1.205 days,3.3013698630136985,"159,126","46,787","241,758,111"
843,No,CLC,female group,"329,989",98.9%,"9,407,874",469 days,1.284931506849315,"159,126","46,787","241,758,111"
844,Me,CLC,female group,"295,469",99.3%,"8,884,750",350 days,0.958904109589041,"159,126","46,787","241,758,111"
845,Please don't,K.will,male soloist,"591,171",98.2%,"63,355,988",2.772 days,7.594520547945206,"124,298","81,353","214,129,570"
846,Talk Love,K.will,male soloist,"330,219",98.0%,"64,384,635",1.518 days,4.158904109589041,"124,298","81,353","214,129,570"
847,Valkyrie,Oneus,male group,"589,850",99.5%,"21,507,734",490 days,1.3424657534246576,"153,336","140,346","83,102,493"
848,Lit,Oneus,male group,"481,249",99.4%,"9,948,243",226 days,0.6191780821917808,"153,336","140,346","83,102,493"
849,Valkyrie(dance),Oneus,male group,"480,193",98.2%,"12,676,733",455 days,1.2465753424657535,"153,336","140,346","83,102,493"
850,Twilight,Oneus,male group,"320,901",99.5%,"13,068,114",350 days,0.958904109589041,"153,336","140,346","83,102,493"
851,O sole mio,SF9,male group,"581,253",99.1%,"22,284,721",944 days,2.5863013698630137,"128,121","438,041","129,998,183"
852,Now or Never,SF9,male group,"410,939",99.4%,"13,268,795",652 days,1.7863013698630137,"128,121","438,041","129,998,183"
853,Good Guy,SF9,male group,"392,573",88.9%," 37,923,879",129 days,0.35342465753424657,"128,121","438,041","129,998,183"
854,Mamma mia,SF9,male group,"377,495",99.2%,"12,404,972",807 days,2.210958904109589,"128,121","438,041","129,998,183"
855,Breathe,AB6IX,male group,"576,488",99.4%,"11,637,968",357 days,0.9780821917808219,"275,408","309,355","44,847,717"
856,Hollywood,AB6IX,male group,"574,750",99.0%,"8,778,198",384 days,1.0520547945205478,"275,408","309,355","44,847,717"
857,Blind for love,AB6IX,male group,"340,163",99.3%,"12,513,439",219 days,0.6,"275,408","309,355","44,847,717"
858,Ice age,MCND,male group,"575,982",99.5%," 17,532,639",76 days,0.20821917808219179,"114,121","14,398","34,454,485"
859,Spring,MCND,male group,"326,907",99.5%," 12,183,159",34 days,0.09315068493150686,"114,121","14,398","34,454,485"
860,Selfish,MoonByul+Seulgi,female group,"575,768",99.1%,"18,269,576",721 days,1.9753424657534246,"419,394",0,"21,329,857"
861,You,Xiumin,male soloist,"566,184",99.7%,"6,421,233",370 days,1.0136986301369864,"378,313",0,"14,553,285"
862,Bomb,AleXa,female soloist,"558,917",98.5%,"13,724,151",205 days,0.5616438356164384,"115,996",0,"27,400,711"
863,My Flower,JBJ,male group,"558,115",99.3%,"24,912,517",847 days,2.3205479452054796,"330,587","322,048","47,179,382"
864,Fantasy,JBJ,male group,"434,674",99.1%,"15,058,498",938 days,2.56986301369863,"330,587","322,048","47,179,382"
865,Shake that brass,Amber,female soloist,"554,736",97.9%,"28,217,465",1.917 days,5.252054794520548,"143,137","15,099","58,069,315"
866,Other People,Amber,female soloist,"345,992",98.8%,"4,527,164",189 days,0.5178082191780822,"143,137","15,099","58,069,315"
867,Borders,Amber,female soloist,"303,160",99.2%,"7,529,527",1.511 days,4.13972602739726,"143,137","15,099","58,069,315"
868,Song request,LeeSoRa,female soloist,"550,918",99.5%,"8,728,549",477 days,1.3068493150684932,"188,543","12,759","10,838,568"
869,Fiction,Beast,male group,"549,994",98.0%,"88,362,737",3.285 days,9.0,"235,339","1,143,562","370,464,457"
